Date,CPI,UnempRate,Commodities,M2
2010-11-01,1.31829898066591,9.8,19.15025,3.16676
2010-12-01,1.393380280754,9.3,23.47216,3.59934
2011-01-01,2.27322625990496,9.1,22.78693,4.31539
2011-02-01,2.8169688979258902,9.0,30.47124,4.46082
2011-03-01,1.74418998266395,9.0,30.49169,5.16197
2011-04-01,2.24921919600376,9.1,29.88111,5.50309
2011-05-01,2.3058155396239,9.0,32.93714,5.65315
2011-06-01,1.92672807632472,9.1,34.4366,6.29574
2011-07-01,2.5370313756665,9.0,36.03566,8.09625
2011-08-01,3.1779707716990093,9.0,29.34199,9.67228
2011-09-01,2.49197707942446,9.0,25.58868,9.51943
2011-10-01,2.02226514469577,8.8,15.05692,9.28864
2011-11-01,1.84701379887522,8.6,12.8075,9.60775
2011-12-01,2.37433305779156,8.5,4.77245,9.75141
2012-01-01,3.19808928450254,8.3,2.68073,10.3161
2012-02-01,1.6845519133678302,8.3,2.03912,10.11376
2012-03-01,2.42029632056173,8.2,0.94932,9.91894
2012-04-01,2.2851338427891696,8.2,-5.46042,9.76913
2012-05-01,1.7320720722101297,8.2,-7.66676,9.39783
2012-06-01,1.92206327761144,8.2,-12.83058,9.27003
2012-07-01,2.08371119432122,8.2,-11.22544,7.89129
2012-08-01,2.4238660191344503,8.1,-6.6041,6.45484
2012-09-01,2.2866037427289303,7.8,-4.61284,7.05792
2012-10-01,1.87504766315374,7.8,-2.04197,7.37495
2012-11-01,2.0721553787935503,7.7,-4.65574,7.54218
2012-12-01,1.79065016566902,7.9,-2.41645,8.27735
2013-01-01,2.74180750368704,8.0,-1.64602,7.66646
2013-02-01,2.45154222786008,7.7,-3.79513,7.11548
2013-03-01,1.21535791179703,7.5,-8.35721,7.31797
2013-04-01,2.088884185994,7.6,-8.63543,7.09487
2013-05-01,1.9563823322529,7.5,-3.56559,7.04847
2013-06-01,2.13725043962469,7.5,1.61703,6.85648
2013-07-01,2.00320004740069,7.3,-0.38641,6.75501
2013-08-01,2.1480298989162,7.2,-1.54825,6.60883
2013-09-01,2.23216017314456,7.2,-2.89386,6.27892
2013-10-01,1.16372929089217,7.2,-3.53692,6.71452
2013-11-01,2.60550640737742,6.9,-3.21239,6.1078
2013-12-01,2.8446440822717203,6.7,-1.55531,5.44088
2014-01-01,2.40632650352188,6.6,-4.58313,5.71974
2014-02-01,2.3508313464702497,6.7,-2.94359,6.47777
2014-03-01,2.8589766754357098,6.7,-1.02378,6.16303
2014-04-01,2.21493222879676,6.2,1.59075,6.33862
2014-05-01,2.54562660708071,6.3,0.9533,6.56837
2014-06-01,1.31136444111866,6.1,2.65533,6.51199
2014-07-01,2.4049038383757497,6.2,-0.59208,6.60808
2014-08-01,1.75173691535098,6.1,-5.41887,6.2946
2014-09-01,1.93541098458714,5.9,-8.07567,6.10167
2014-10-01,2.4289565511268,5.7,-11.79625,5.53725
2014-11-01,2.25631054100233,5.8,-15.03508,5.79542
2014-12-01,2.3833942455642,5.6,-24.80907,5.91814
2015-01-01,1.94752959883826,5.7,-31.4741,6.01413
2015-02-01,1.95449451571832,5.5,-31.23137,6.29782
2015-03-01,2.43333592636743,5.4,-33.12596,6.06596
2015-04-01,2.96265053867684,5.4,-32.83981,5.95635
2015-05-01,2.5012910991095,5.6,-29.66746,5.59759
2015-06-01,2.97239956431092,5.3,-31.09409,5.49263
2015-07-01,1.9220253006031696,5.2,-33.76194,5.40652
2015-08-01,1.63579063211565,5.1,-35.97967,5.58094
2015-09-01,2.99841569275872,5.0,-33.98445,5.75251
2015-10-01,2.28316449144805,5.0,-30.12397,5.47763
2015-11-01,2.2654806001265,5.1,-31.06799,5.8709
2015-12-01,1.83471969623819,5.0,-28.10738,5.67136
2016-01-01,2.70841659132004,4.8,-25.30317,6.17103
2016-02-01,2.53771440127248,4.9,-25.69797,5.746
2016-03-01,2.22200455864592,5.0,-17.57796,6.14583
2016-04-01,3.8254778833095098,5.1,-15.74703,6.46411
2016-05-01,3.2805191880404,4.8,-15.25898,6.73311
2016-06-01,2.10339046055212,4.9,-11.41027,6.88084
2016-07-01,2.49016471097936,4.8,-6.30151,6.91302
2016-08-01,2.7425708907920803,4.9,0.76627,7.17371
2016-09-01,2.49832933493122,5.0,0.9709,7.17991
2016-10-01,2.01802556175075,4.9,4.15601,7.44949
2016-11-01,2.45883151623452,4.7,9.58107,7.24809
2016-12-01,2.03838510774881,4.7,23.01749,7.01231
2017-01-01,3.43630577482943,4.7,35.85235,6.51724
2017-02-01,3.2923463387532204,4.6,33.19053,6.42297
2017-03-01,1.91438367511723,4.4,18.4385,6.43076
2017-04-01,1.55365836257901,4.4,14.69415,6.17794
2017-05-01,2.1132188709843502,4.4,8.20844,6.02557
2017-06-01,1.8968337862046696,4.3,2.35918,5.66557
2017-07-01,2.1220936834140702,4.3,5.49845,5.65467
2017-08-01,2.2747579876520403,4.4,7.80841,5.40445
2017-09-01,2.8702567714483,4.3,10.84765,5.24778
2017-10-01,2.4249630240346502,4.2,8.93009,5.12766
2017-11-01,2.42039295861358,4.2,14.60824,4.76303
2017-12-01,2.95574718908234,4.1,9.79488,4.8654
2018-01-01,3.9706309135111097,4.0,12.01587,4.40799
2018-02-01,2.08186527149696,4.1,8.98229,4.18533
2018-03-01,2.0826856632985,4.0,13.97699,4.06018
2018-04-01,3.00772288417426,4.0,15.66986,3.744
2018-05-01,3.1259263417529906,3.8,22.24607,3.74147
2018-06-01,2.6163897790056003,4.0,24.91727,4.00991
2018-07-01,2.28557663846558,3.8,20.08862,3.78827
2018-08-01,2.2967112867851003,3.8,14.90928,3.7121
2018-09-01,2.60670053893586,3.7,15.58699,3.5891
2018-10-01,2.22779661517745,3.8,14.93676,3.2742
2018-11-01,3.4834371089899303,3.8,0.83029,3.16935
2018-12-01,2.9347393147287404,3.9,-5.39675,3.65643
2019-01-01,3.07199181422702,4.0,-9.82898,4.05676
2019-02-01,3.14033799369344,3.8,-6.15887,4.04092
2019-03-01,3.0972648711077304,3.8,-5.10798,3.90391
2019-04-01,2.67474234426135,3.6,-3.85577,3.95562
2019-05-01,2.5585351456762795,3.6,-9.44977,4.21118
2019-06-01,3.97472775912058,3.6,-12.45663,4.62468
2019-07-01,2.94534789606442,3.7,-9.44677,4.92891
2019-08-01,2.58754563594987,3.7,-11.92783,5.16233
2019-09-01,2.82051176616762,3.5,-13.30313,5.55907
2019-10-01,2.36003383116337,3.6,-15.30212,6.43567
2019-11-01,3.13081896037617,3.6,-3.99734,7.07996
2019-12-01,2.43080940154885,3.6,3.47486,6.68788
2020-01-01,3.8833606016334303,3.5,2.12496,6.72866
2020-02-01,2.9934749293149903,3.5,-6.78235,6.81578
2020-03-01,2.7608893617377297,4.4,-21.8327,10.1849
2020-04-01,1.83322278918112,14.7,-31.96181,16.928
2020-05-01,2.8772894363724903,13.2,-24.19026,21.88758
2020-06-01,1.74126381770838,11.0,-13.54956,22.87052
2020-07-01,3.82979580616283,10.2,-12.61983,23.21725
2020-08-01,2.23128217688613,8.4,-3.3585,23.04052
2020-09-01,1.310671362093,7.9,-5.7495,23.79505
2020-10-01,2.01902685688957,6.9,-2.11805,23.71535
2020-11-01,0.7466587165494201,6.7,-1.5714,24.39295
2020-12-01,1.94088496978138,6.7,4.62085,24.84284
2021-01-01,1.5064750773982298,6.4,14.91102,25.7814
2021-02-01,2.4919781210563503,6.2,26.70552,26.88971
2021-03-01,2.03573217055215,6.0,50.69458,24.1741
2021-04-01,2.74406534454605,6.0,72.72874,18.27966
2021-05-01,3.59019900416062,5.8,69.81746,14.47979
2021-06-01,3.99408215067745,5.9,60.81329,12.84992
2021-07-01,2.76449822278044,5.4,60.32869,12.81445
2021-08-01,4.02552264909379,5.2,50.11486,13.5907
2021-09-01,4.96883904402985,4.7,59.03781,13.00767
2021-10-01,6.25163662369874,4.6,73.14058,12.84286
2021-11-01,5.855760303899291,4.2,59.03667,12.51147
2021-12-01,5.2758190004058605,3.9,48.54803,12.33163
2022-01-01,7.14152501882552,4.0,39.00855,11.80327
2022-02-01,6.506399412010389,3.8,44.65073,10.88323
2022-03-01,5.90259408093989,3.6,70.66993,9.84955
2022-04-01,6.52799274334135,3.6,56.1544,8.04306
